0,1
1,1
2,6
3,1
4,5
5,10
6,187500
8,187500
10,187500
12,187500
14,1
15,10
16,10
17,10
18,2
19,3
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,3
30,6
32,3
33,3
34,0
35,200
36,3
38,3
39,1
40,2
41,6
42,16
43,40
44,200
45,7
46,12
47,95
48,60
50,23
52,1
53,1
54,50
56,80
58,160
60,100
62,320
64,200
66,640
68,400
70,1280
72,800
74,30
75,30
76,30
77,5
78,2
79,1
80,1
81,1
82,1
83,15
84,15
85,1
86,12
87,12
88,6
89,6
90,5
91,3
93,5
95,11
97,20
99,25
101,40
103,48
105,54
107,65
109,70
111,25
113,14
115,13
117,13
119,11
121,12
123,9
125,6
127,88
129,66
131,44
133,120
135,90
137,60
139,154
141,114
143,76
145,180
147,135
149,90
151,200
153,150
155,100
157,220
159,165
161,110
163,264
165,198
167,132
169,288
171,216
173,144
175,288
177,216
179,144
181,288
183,216
185,144
187,144
189,175
191,150
193,125
195,1
197,20
199,13
201,14
203,15
205,16
207,37
209,18
211,18
213,20
215,22
217,25
219,28
221,3
223,7
225,7
227,2
229,2
231,10
233,4
235,20
237,20
239,10
241,52
243,50
245,1
247,1
249,3
251,5
253,11
255,20
257,25
259,40
261,48
263,54
265,65
267,69
269,76
271,1
272,1
273,1
274,1
275,1
276,3
277,3
278,3
279,3
280,1
281,1
282,1
283,1
284,50
285,50
286,40
287,40
288,40
290,30
291,30
292,2
293,1
294,1
295,1
296,1
297,1
298,1
299,203
300,3
301,20
303,5
305,20
307,5
309,5
311,5
313,3
314,2
315,5
317,5
319,15
321,15
323,1
325,10
327,10
329,30
331,30
333,10
335,10
337,10
338,10
339,10
341,10
343,1
345,10
347,10
349,20
351,20
353,15
355,15
357,1
359,41
361,42
363,40
365,40
367,1
369,1
371,80
373,82
375,1
377,70
379,70
381,1
383,179
385,195
387,1
389,201
391,238
393,1
395,200
397,200
399,1
401,2
403,2
405,50
407,200
409,5
411,112
413,1400
415,10
416,0
417,1
418,1
419,1
420,1
421,10
422,1
423,1
424,1
425,1
426,5
428,5
430,40
431,30
432,1
433,1
434,1
436,3
438,3
440,20
442,75
444,132
446,150
447,158
449,384
451,3759
453,53
455,10
456,10
457,10
458,10
459,10
460,10
461,10
462,10
463,10
464,1
466,1
468,1
470,1
472,1
474,1
476,1
478,1
480,1
482,1
484,1
486,1
488,1
490,1
492,1
494,1
496,1
498,1
500,1
502,1
504,1
506,1
508,1
510,1
512,1
514,1
516,1
518,1
520,1
522,1
523,1
524,1
525,1
526,1
528,1
530,1
532,1
534,1
536,203
538,30
540,40
542,30
544,40
546,40
548,30
550,1
552,35
553,1
554,4
555,4
556,4
557,4
558,3
559,3
560,180
561,187
562,89
563,234
564,50
565,331
566,289
567,100
569,312
571,300
573,300
575,300
577,15
579,2
581,13
583,10
585,10
587,1
588,1
589,1
590,1
592,2
594,4
595,0
596,4
598,10
599,1
600,3
601,1
602,1
603,3
604,1
605,1
606,1
607,1
608,1
609,1
610,1
611,1
612,1
613,1
614,1
615,1
616,1
617,1
618,1
619,5
620,5
621,5
623,1
624,1
625,5
626,200
628,200
630,200
632,200
634,200
636,180
638,180
640,180
642,180
644,180
646,180
648,180
650,180
652,180
654,180
656,160
658,160
660,160
662,160
664,160
666,3
667,200
668,3
669,1
670,1
671,1
672,1
673,1
674,1
675,1
676,1
677,1
678,1
679,1
680,1
681,1
682,1
683,1
684,1
685,1
686,1
687,1
688,1
689,1
690,1
691,1
692,1
693,1
694,1
695,1
696,1
697,1
698,1
699,1
700,1
701,1
702,1
703,1
704,1
705,1
706,1
707,1
708,1
709,1
710,1
711,1
712,1
713,1
714,1
715,1
716,1
717,1
718,1
719,1
720,10
721,700
722,700
723,700
724,700
725,700
726,700
727,2
728,1
729,1
730,1
731,1
732,1
733,1
735,1
736,1
737,1
738,1
739,1
740,2
741,1
742,1
743,1
744,1
745,1
746,1
747,1
748,1
749,1
750,1
751,1
753,1
755,5
756,1
757,1
758,1
759,1
761,5
762,0
763,1
764,100
765,1
766,100
767,4
769,1
770,0
771,15
772,15
773,2025
774,2175
775,1
776,1
777,1
778,1
779,1
780,1
781,1
782,1
783,2
784,2
785,2
786,2
787,2
788,1
789,1
790,1
791,1
792,1
793,1
794,2
795,2
796,1
797,1
798,1
799,1
800,3
801,7
802,26
803,70
804,176
805,440
806,1
807,2
808,10
809,25
810,67
811,350
812,1
813,2
814,10
815,25
816,65
817,350
818,1
819,1
820,3
821,5
822,12
823,37
824,175
825,4
826,6
827,24
828,64
829,160
830,400
831,4
832,6
833,24
834,64
835,160
836,400
837,70
839,80
841,50
843,100
845,160
847,320
849,200
851,640
853,400
855,1280
857,800
859,2560
861,1600
863,3
864,1
865,11
866,27
867,66
868,167
869,19
870,1
871,3
872,10
873,27
874,18
875,66
876,166
877,0
878,0
879,7
880,13
881,200
882,1
883,1
884,3
885,3
886,12
887,12
888,33
889,32
890,81
891,80
892,391
893,400
894,1
895,1
896,1
897,1
898,1
899,1
900,1
901,1
902,1
903,1
904,1
905,1
906,1
907,1
908,1
909,1
910,1
911,1
912,1
913,1
914,1
915,1
916,1
917,1
918,1
919,1
920,1
921,1
922,1
923,1
924,1
925,1
926,1
927,1
928,1
929,1
930,1
931,1
932,1
933,1
934,1
935,1
936,1
937,1
938,1
939,1
940,1
941,1
942,10
943,0
945,1
946,6
948,10
950,30
952,3
954,18
956,1
958,50
960,1
962,1
964,1
965,1
966,1
968,1
970,10
972,1
973,45
975,40
977,1
979,1
980,1
981,120
983,1
985,100
987,100
989,178
991,80
993,80
995,1
996,1
997,1
998,1
999,1
1000,1
1001,1
1002,1
1003,1
1004,1
1005,2
1007,2
1009,30
1011,2
1013,2
1015,2
1017,2
1019,7
1021,32
1023,32
1025,2
1027,32
1029,32
1031,32
1033,30
1035,40
1037,1
1038,1
1040,1
1042,1
1044,1
1046,1
1048,1
1050,160
1052,450
1053,15
1055,15
1057,15
1059,6
1061,6
1063,18
1065,2469
1067,280
1069,1000
1071,2535
1073,6400
1075,80
1077,1920
1079,55033
1081,280
1083,1000
1085,2600
1087,80
1089,1920
1091,6400
1093,64000
1095,20
1097,750
1099,3851
1101,210
1103,60
1105,750
1107,1440
1109,1950
1111,4800
1113,49375
1115,560
1117,160
1119,2000
1121,5200
1123,16227
1125,3840
1127,55893
1129,21
1131,170
1133,850
1135,7702
1137,84
1139,24
1141,300
1143,780
1145,1920
1147,19200
1149,100000
